N,P,K,temperature,humidity,ph,EC,weather_temperature,weather_humidity,light_intensity,air_pressure,rainfall,crop
97,25,50,26.22005978,80.90127035,6.093814669,3.46,27.46,72.56,143.28,1019.25,0.56,watermelon
90,16,45,24.92093261,80.61750795,6.291540278,2.95,12.13,84.47,235.27,1027.61,14.22,watermelon
95,12,46,26.21667586,81.01009354,6.32281728,3.41,27.67,88.37,614.25,990.6,6.71,watermelon
82,23,49,26.81383586,87.21986949,6.873283991,2.36,17.45,94.75,937.2,993.8,19.19,watermelon
82,25,51,24.31334971,87.47409052,6.074209622,1.46,12.39,63.27,290.63,1006.2,4.06,watermelon
110,28,46,24.29105004,88.04541346,6.49889585,2.02,15.17,64.97,901.32,1001.98,4.36,watermelon
118,21,51,24.42998931,86.33904774,6.678805092,1.82,22.08,75.63,994.74,1027.09,8.07,watermelon
120,20,45,25.66576039,88.6984228,6.114128685,2.7,22.19,85.42,952.42,983.09,13.42,watermelon
91,7,52,25.07803672,83.46230461,6.405054243,2.53,17.4,59.57,319.95,986.35,19.9,watermelon
81,6,55,24.88910524,85.87059083,6.110142735,3.17,17.02,78,502.88,1000.86,20.64,watermelon
101,13,54,25.42900869,82.91481799,6.828982708,3.18,24.52,61.32,248.92,1014.99,1.38,watermelon
101,17,55,24.37118217,87.1269128,6.451499764,2,13.81,62.12,899.85,1017.97,13.48,watermelon
111,6,53,26.4930645,88.59143088,6.313512999,1.77,18.36,62.2,408.2,1008.49,5.1,watermelon
107,10,49,25.83202912,89.00481725,6.755192025,1.65,14.37,62.67,115.77,1011.49,8.04,watermelon
115,11,46,24.41592661,89.39655519,6.623167177,1.87,18.75,51.56,149.55,1007.49,5.78,watermelon
84,25,52,24.37190239,81.2514818,6.12532356,2.03,25.99,51.47,866.53,1014.42,22.31,watermelon
120,7,47,24.24782473,83.03687902,6.653867608,3.38,12.96,82.8,246.82,1010.13,4.72,watermelon
91,12,46,24.64458469,85.49938185,6.343942518,2.36,13.32,55.76,738.73,1026.04,1.83,watermelon
89,22,52,24.89681131,86.10782926,6.217300786,1.31,16.37,55.46,132.37,993.92,18.95,watermelon
113,19,46,25.41864024,81.12122989,6.286387658,1.4,19.98,48.48,895.91,1026,24.67,watermelon
97,22,50,26.26028739,86.14585891,6.7698938,1.35,15.96,78.86,418.3,993.25,6.93,watermelon
117,30,50,24.90123934,87.20772913,6.744966312,1.83,18.7,64.64,826.76,1011.47,3.97,watermelon
90,14,52,24.84740848,89.20454622,6.391858432,1.99,23.82,70.07,523.71,988.22,9.49,watermelon
104,23,47,26.98212846,86.70068316,6.770434148,1.66,22.13,81.13,275.71,1001.87,10.87,watermelon
81,16,45,26.90435747,86.25426228,6.727468157,1.5,27.41,83.84,325.94,1009.54,7.94,watermelon
88,5,47,25.86475496,86.67468041,6.662244646,3.51,16.13,56.41,542.3,1016.06,17.96,watermelon
92,7,45,26.70607759,81.14149505,6.944640222,2.67,27.32,73.19,265.23,1004.37,13.65,watermelon
81,18,50,26.44019475,80.91934337,6.507110986,1.77,15.75,81.64,797.55,1001.15,21.69,watermelon
111,5,55,26.283443,84.42478917,6.520663422,2.96,26.9,52.23,256.76,988.14,4.62,watermelon
108,23,51,26.84366082,83.85039964,6.106500787,3.6,20.07,50.56,769.83,1011.46,29.32,watermelon
113,30,50,26.03967219,83.9862443,6.277484043,1.64,21.57,77.11,149.3,993.74,24.16,watermelon
83,10,53,24.92994759,85.00802358,6.195142279,1.26,24.83,87.28,810.58,1002.47,15.14,watermelon
101,11,51,25.50736962,84.24340241,6.792035575,2.26,13.75,77.3,543.16,1026.79,21.89,watermelon
114,21,55,25.4438391,87.9392312,6.472756256,1.7,14.64,80.96,465.25,1017.78,12.71,watermelon
99,6,45,26.12588914,86.5507939,6.000975617,2.61,27.44,92.6,643.12,1002.55,13.07,watermelon
92,20,55,25.10474753,87.5267616,6.587791262,2.08,27.52,88.43,451.01,981.45,7.46,watermelon
92,7,48,26.27520631,86.63249555,6.956508826,1.41,12.3,51.54,246.99,1023.5,8.61,watermelon
91,24,55,26.27061608,83.09194521,6.259086583,3.47,21.85,64.71,254.93,1019.5,8.19,watermelon
110,21,54,26.73690828,87.82430156,6.747537642,3.26,11.24,68.05,267.67,1025.77,6.88,watermelon
112,25,51,25.04746944,85.5667282,6.932537231,3.47,16.66,57.55,471.29,1016.17,17.79,watermelon
89,25,54,24.69368934,85.56967628,6.353107393,1.3,25.28,79.78,913.65,993.59,15.92,watermelon
100,10,53,24.54356968,84.60808277,6.211748957,2.07,22.58,78.88,503.2,1002.55,15.95,watermelon
83,22,54,25.89762315,81.96664832,6.277245254,1.58,27.37,87.15,565.89,983.47,4.26,watermelon
95,14,50,26.6333118,84.31756844,6.560443519,1.97,16.52,83.22,707.53,1007.61,3.27,watermelon
119,30,49,25.35794749,80.45846265,6.903020221,2.32,12.45,95.98,911.8,1003.5,5.47,watermelon
97,12,47,25.28784623,89.63667876,6.765094964,2.28,25.62,84.34,407.76,1028.18,25.44,watermelon
110,7,45,26.63838589,84.69546874,6.189213927,1.44,15.14,66.77,166.1,1009.09,2.54,watermelon
96,18,50,25.3310446,84.30533791,6.904241707,2.49,13.83,58.47,854.36,995.36,15.59,watermelon
83,23,55,26.89750174,83.89241484,6.463271076,3.45,18.69,71.02,143.92,1009.76,11.2,watermelon
120,24,47,26.98603693,89.4138489,6.260838965,3.53,15.09,67.62,926.38,1021.98,18.06,watermelon
115,17,55,27.57826922,94.11878202,6.776533055,1.3,20.81,94.55,174.91,991.72,17.38,muskmelon
114,27,48,27.82054812,93.03555162,6.528404378,3.42,16.1,49.29,392.44,987.44,2.83,muskmelon
101,25,52,29.09910406,94.22237826,6.750145572,3.46,27.74,69.48,283.16,983.72,14.78,muskmelon
118,18,52,28.04943594,90.83130708,6.562832807,3.23,11.77,76.05,945.46,986.55,14.78,muskmelon
95,26,45,29.91690582,94.55695552,6.117530021,3.52,17.61,92.81,945.04,1003.81,15.59,muskmelon
81,25,49,29.86895762,93.25103208,6.076459669,2.3,20.07,82.18,138.06,1005.61,4.15,muskmelon
117,24,53,29.17220859,92.21405224,6.293486295,2.12,26.85,76.93,733.77,980.41,17.81,muskmelon
114,30,51,29.24908541,90.06998135,6.069171847,1.6,25.97,63.95,226.61,996.81,6.74,muskmelon
113,6,52,27.76317235,90.35567642,6.740983646,1.5,18.58,59.8,859.54,1027.19,2.7,muskmelon
108,26,52,28.82629037,94.26765349,6.201797639,2.14,18.78,67.47,429.4,1010.93,3.97,muskmelon
81,30,48,28.52379742,92.09688432,6.041027474,2.65,18.23,90.99,583.95,1013.86,21.48,muskmelon
115,9,52,29.06785065,90.97685539,6.019372459,1.66,26.44,67.91,482.18,989.22,25.01,muskmelon
83,7,45,29.08417927,90.73891887,6.704104127,2.6,22.46,47.05,999.87,986.75,24.93,muskmelon
84,21,55,28.47090661,94.79453182,6.494251024,2.11,16.77,82.31,500.19,1012.24,10.71,muskmelon
109,26,45,28.27973674,90.38971208,6.224535449,3.14,12.02,79.08,872.52,1017.91,8.39,muskmelon
95,27,55,28.47212559,91.21322065,6.160414414,1.94,11.81,70.97,226.97,1021.31,2.72,muskmelon
119,5,55,29.68846716,94.30111601,6.168757984,3.2,11.22,49.17,352.47,1006.48,19.88,muskmelon
110,14,51,27.02415146,91.66737633,6.085444691,1.24,15.97,54.58,296.12,993.58,28.2,muskmelon
82,18,48,29.09588297,94.16748386,6.159050816,2.86,17.99,76.5,278.27,999.18,10.68,muskmelon
87,14,48,29.69238699,92.58862544,6.606033244,3.39,25.98,62.56,697.66,1023.23,13.73,muskmelon
85,9,53,28.20619412,92.86798698,6.447662945,2.92,18.51,48.33,490.65,1018.12,27.2,muskmelon
100,6,53,29.05248036,93.92217834,6.105909623,2.76,18.27,51.44,922.47,986.66,17.46,muskmelon
107,12,46,29.57240298,93.61870344,6.559763394,2.72,15.73,81.56,705.19,1012.93,18.77,muskmelon
91,13,47,29.10968327,92.43510994,6.14410903,3.46,15.94,92.22,855.59,1001.7,13.12,muskmelon
102,25,50,28.20480805,92.91440379,6.099662369,3.06,18.99,47.83,202.18,986.6,17.49,muskmelon
117,25,53,29.11858526,92.12543021,6.413927319,2.29,15.96,61.82,222.72,997.46,27.29,muskmelon
85,21,52,29.62800691,90.10051615,6.075144116,1.3,15.51,66.54,894.79,990.3,18,muskmelon
104,25,55,29.81196601,90.36881284,6.123802502,3.59,12.34,60.89,642.52,1027.56,8.88,muskmelon
102,24,54,27.72338349,90.93897939,6.698468621,2.19,19.65,48.04,469,1027.37,10.31,muskmelon
116,25,50,29.26092798,92.92367701,6.088885814,3.26,23.41,95.42,664.1,1016.05,21.01,muskmelon
100,17,48,29.72791119,94.29753295,6.367800632,2.32,18.87,58.62,986.24,1007.27,21.38,muskmelon
110,25,54,28.91105641,90.78413842,6.425930938,2.39,26.64,81.71,432.46,1015.49,26.88,muskmelon
104,25,51,28.96361426,93.88482153,6.469983276,3.54,13.64,55.47,333.72,997.77,26.86,muskmelon
107,11,54,28.59052369,91.33617236,6.094016338,1.98,26.93,47.34,787.91,1013.04,14.54,muskmelon
98,26,52,27.33897716,90.69759008,6.150090899,1.47,24.03,63.49,352.75,994.8,0.57,muskmelon
88,17,52,29.90415889,90.75284363,6.646962425,1.56,23.01,61.02,479.89,1003.96,13.17,muskmelon
87,25,46,27.42711692,90.02696201,6.379690748,2.81,13.45,81.79,338.89,1008.68,25.08,muskmelon
120,8,46,29.55657523,90.70937262,6.732834334,1.52,17.99,57.05,992.83,987.63,0.57,muskmelon
95,13,46,29.84070774,93.76312893,6.126019932,1.54,27.99,60.83,532.88,988.5,4.79,muskmelon
108,22,47,28.53545677,91.72742702,6.161123579,3.35,11.2,82.72,609.97,989.4,19.06,muskmelon
82,13,52,27.11535046,94.86907886,6.442810053,1.46,22.31,57.57,924.16,985.11,28.62,muskmelon
120,23,55,27.84492803,91.60666594,6.732049075,1.98,20.68,48.05,286.89,991.36,28.77,muskmelon
110,22,47,29.03157242,91.82172592,6.243673725,1.72,21.78,94.13,823.47,1021.94,2.51,muskmelon
95,23,45,27.82424457,90.56698742,6.266208727,2.82,12.89,80.24,907.2,1015.75,19.12,muskmelon
106,10,49,27.72653142,92.00687531,6.350623739,2.99,12.46,94.9,757.82,995.69,8.53,muskmelon
99,12,52,28.69708334,94.30759855,6.002927293,2.31,25.13,72.98,151.35,1005.74,21.54,muskmelon
106,20,51,29.73019662,90.97015715,6.342573112,3.33,22.36,84.5,598.85,994.37,0.39,muskmelon
83,11,53,29.54097171,92.91778307,6.163921248,2.3,14.59,53.92,808.19,982.67,16.27,muskmelon
117,19,55,28.80311922,91.78336933,6.121745389,2.1,15.03,57.49,765.02,1010.25,29.99,muskmelon
98,26,49,27.29035669,90.53330091,6.130160473,3.5,20.52,75.17,852.35,1017.2,16.66,muskmelon
113,20,48,27.46583649,94.87679041,6.440584681,2.07,12.81,75.78,301.76,1013.81,17.49,muskmelon
101,17,47,29.49401389,94.72981338,6.185053234,2.47,21.15,77.43,693.5,1004.67,9.18,muskmelon
98,7,45,27.79161808,92.51054946,6.157724816,1.38,19.73,85.27,196.42,1024.53,3.55,muskmelon
93,22,48,29.12533739,91.52291141,6.776987974,1.27,17.49,59.48,307.7,1007.65,3.83,muskmelon
95,21,47,27.93114233,93.56161439,6.431970877,2.04,11.25,90.22,704.21,1024.75,18.88,muskmelon
109,12,48,29.45771748,92.12534736,6.708743843,3.09,20.23,73.16,198.58,1003.76,6.53,muskmelon
118,12,47,27.96872279,92.17444796,6.010739645,2.19,25.86,61.14,647.07,996.01,3.97,muskmelon
100,14,49,29.48882958,91.07574233,6.365956658,3.18,18.87,63.61,985.5,1019.73,6.55,muskmelon
89,9,47,29.47156259,90.77069618,6.668382766,3.06,12.33,87.83,713.41,986.92,9.82,muskmelon
95,16,46,27.0767265,90.14362622,6.74669542,1.94,19.31,81.25,805.49,1023.78,14.39,muskmelon
95,7,45,27.30008597,90.80015308,6.031665834,2.39,19.78,68.69,640.5,1022.66,1.08,muskmelon
87,6,45,29.82729394,90.79007335,6.40077205,2.23,14.4,48.39,778.78,997.46,7.77,muskmelon
93,20,50,29.93061247,93.22980899,6.448792689,2.77,27.37,79.4,170.83,1024.21,25.42,muskmelon
84,29,49,29.94349168,93.90741192,6.251420275,3.1,19.83,89.07,308.77,987.96,3.35,muskmelon
111,5,47,28.03306461,91.47355778,6.274452811,3.45,26.8,63.48,465.66,1001.35,19.6,muskmelon
111,5,52,29.8843055,94.0371147,6.135996372,2.67,11.47,63.23,490.24,1008.22,7.96,muskmelon
111,15,54,27.7058373,92.91185695,6.194090172,2,15.76,69.11,619.47,996.86,2.82,muskmelon
89,11,47,29.78714005,94.65343534,6.327822962,2.28,15.38,80.87,477.78,1018.43,18.58,muskmelon
110,15,48,28.57819995,92.86597437,6.212567211,1.33,19.98,57.89,121.91,1009.8,22.41,muskmelon
95,30,52,29.48069921,90.33698678,6.640470863,2.26,23.42,48.52,682.09,1021.44,27.43,muskmelon
115,12,52,27.51492243,94.96218673,6.685553129,2.46,23.68,91.31,917.77,997.47,19.68,muskmelon
120,25,50,28.05457761,94.81637388,6.327210469,3.32,23.44,76.63,183.93,1006.41,19,muskmelon
102,11,45,29.03167341,93.12603235,6.35544263,2.84,13.76,78.31,173.31,1014.5,5.38,muskmelon
94,5,55,28.5854649,91.89216849,6.085682344,3.45,20.65,47.69,235.1,987.06,3.91,muskmelon
84,18,46,27.08808014,93.42402083,6.781050373,2.02,11.99,82.99,646.92,1022.49,21.24,muskmelon
107,22,54,27.99611732,90.84660317,6.630301421,1.47,22.05,59.09,418.94,1003.69,22.95,muskmelon
80,18,52,27.87317436,91.14849627,6.484799661,1.5,20.9,87.95,128.48,1021.94,3.78,muskmelon
86,18,45,28.96586565,90.71832938,6.566759102,2.59,27.46,78.75,403.52,1006.09,13.74,muskmelon
113,28,48,28.87726019,92.48839665,6.170520518,3.21,27.28,92.02,167.95,998.36,4.71,muskmelon
115,18,53,29.17052093,94.19790371,6.012480351,3.59,12.18,57.7,816.51,1008.4,11.57,muskmelon
82,20,54,29.34033587,90.01506395,6.541150335,3.36,15.88,62.61,499.67,1006.95,23.87,muskmelon
98,22,47,29.07265321,91.91533173,6.341400922,3.3,15.51,69.7,206.24,996.55,15.25,muskmelon
117,25,54,28.68275966,92.50969311,6.150686364,2.6,27.24,91.45,163.52,994.96,29.04,muskmelon
83,15,49,28.92705913,91.39356832,6.438008153,2.8,12.06,52.42,428.91,1002.42,12.17,muskmelon
120,16,51,27.99901833,91.64193051,6.547041903,2.13,16.46,81.75,771.08,1001.64,21.42,muskmelon
111,5,50,27.59350075,91.79742953,6.399891457,2.44,13.75,61.03,386.12,996.35,22.54,muskmelon
85,21,47,29.87331077,90.60932469,6.186770318,2.73,18.39,61.89,884.81,1006.25,22.05,muskmelon
90,23,54,28.55852465,90.45773041,6.159020864,2.34,17.18,92.78,429.02,988.15,16.95,muskmelon
99,29,55,29.19378695,91.46241065,6.660954816,2.11,22.21,67.94,486.99,1010.7,4.24,muskmelon
102,11,47,27.98780984,92.78226196,6.504906979,2.24,19.86,83.11,124.76,1017.51,2.93,muskmelon
80,18,51,28.05380704,91.81758779,6.706053225,2.99,11.24,64.41,554.86,1010.93,13.15,muskmelon
87,21,52,27.3506296,94.2911951,6.067665498,3.35,13.96,84.97,959.68,1003.99,25.1,muskmelon
114,8,52,29.34081108,94.5513539,6.419083092,3.57,18.39,87.59,663.48,1019.46,18.59,muskmelon
99,6,46,28.61475136,94.22253035,6.39637861,1.65,23.7,81.76,977.63,987.3,28.76,muskmelon
89,25,50,27.04863538,91.34685096,6.375923383,2.49,18.71,93.72,654.28,1000.13,14.24,muskmelon
96,13,55,29.5275305,94.57459443,6.700337732,1.93,24.33,76.4,655.74,1011.3,19.44,muskmelon
82,26,47,28.50416396,93.46806467,6.565312653,1.8,20.57,50.58,108.02,1017.98,4.99,muskmelon
106,21,52,28.89578588,94.78993038,6.286515359,2.28,22.32,67.74,683.2,1015.23,22.06,muskmelon
90,15,52,27.04927452,91.3821731,6.448061578,1.58,11.82,62.14,578.8,1014.1,26.14,muskmelon
106,16,54,28.96017885,91.69532178,6.585872508,1.39,24.36,51.73,666.03,987.36,17.38,muskmelon
24,128,196,22.75088787,90.69489172,5.521466996,3.3,13.77,65.88,430.34,980.32,29.13,apple
7,144,197,23.8494014,94.34814995,6.133220586,1.28,12.82,49,835.27,986.99,24.73,apple
14,128,205,22.60800988,94.58900601,6.226289556,3.15,15.64,88.53,571.14,1020.14,26.64,apple
8,120,201,21.18667419,91.13435689,6.321152192,1.26,27.37,66.29,620.21,1023.42,23.38,apple
20,129,201,23.41044706,91.69913296,5.587905967,3.48,24.53,57.05,352.66,1007.53,2.78,apple
32,137,204,22.86006627,93.12859895,5.824151693,2.57,13.68,91.3,776.72,995.54,1.73,apple
27,139,205,22.48403042,93.40819246,5.772179946,2.56,20.08,76.52,415.12,980.32,16.66,apple
0,123,205,22.02775403,92.96129462,5.790993052,3.55,21.59,93.83,180.75,996.83,10.12,apple
22,144,196,21.91191314,91.68748063,6.499226821,2.31,13.47,88.09,711.02,988.46,29.07,apple
1,124,199,23.71059131,93.27392415,5.658473817,2.4,21.68,49.8,474.08,1011.27,3.83,apple
30,122,197,21.37784654,92.72043743,5.573241391,2.41,26.08,65.89,983.75,999.25,2.74,apple
29,121,196,22.84852833,94.32130209,6.079497202,3.2,13.48,82.49,680.41,1021.72,19.87,apple
13,126,204,23.1094265,92.79630809,6.383180271,3.22,26.42,81.73,157.43,1010.88,2.36,apple
9,139,199,23.25230817,94.54128292,5.867420996,1.79,26.1,65.32,212.16,1021.39,23.73,apple
0,133,200,23.67287749,90.4935574,5.708418722,1.53,20.54,60.07,523.27,982.19,13.32,apple
30,143,199,23.76881552,90.59810302,5.7983508,3.16,24.35,65.46,649.9,1015.5,12.2,apple
36,140,198,23.34386401,91.47684705,6.28188384,1.83,24.36,85.58,926.36,1013.28,2.28,apple
37,137,199,22.63946441,90.18451645,5.697945522,1.7,18.34,56.98,542.51,996.68,22.72,apple
33,121,203,22.45696744,94.76285385,5.605934087,1.29,18.53,75.44,347.29,1017.64,27.92,apple
7,144,195,22.96388477,93.58065995,5.85648105,1.98,11.19,68.01,390.41,999.59,21.67,apple
35,128,205,21.07273439,93.56585985,6.041053829,2.73,27.31,65.12,869.1,1010.78,12.79,apple
29,128,198,22.44075021,92.70785115,5.685062404,1.99,21.97,74.85,166.77,1019.19,7.82,apple
2,143,196,22.71271308,90.45261746,5.669489065,3.2,20.3,52.49,793,998.25,5.95,apple
34,140,198,21.70416965,93.44006288,5.751707342,2.63,21.15,81.48,279.23,1008.03,3.86,apple
29,144,204,22.43324518,92.48667725,5.800448951,1.32,16.45,56.19,823.82,997.74,29.7,apple
32,141,203,21.25941052,92.84416234,5.821347769,2.7,17.03,79.74,911.56,1007.36,25.93,apple
13,144,197,22.9215706,94.89613443,6.28022267,2.77,12.66,50.75,187.24,980.32,16.17,apple
25,143,198,22.81212536,91.51861705,6.027314401,2.65,17.51,64.62,514.48,995.24,22.01,apple
9,137,200,21.12152071,90.6878768,5.636687393,3.13,23.7,88.51,182.05,991.91,23.47,apple
6,144,198,21.11478672,90.31528693,5.559363609,2.48,16.74,66.23,457.12,988.13,14.66,apple
37,126,196,23.59997268,90.97597665,5.596449493,2.12,13.26,85.09,601.69,1007.38,24.65,apple
2,120,203,23.12652652,94.71203306,5.893492999,1.8,25.44,55.25,217.57,986.97,27.79,apple
11,143,197,22.98458907,93.3204487,5.875718516,1.55,17.79,68.73,242.07,1022.25,24.1,apple
10,141,201,22.12659387,90.97818277,6.386021424,1.79,24.71,80.29,891.64,988.17,0.22,apple
24,142,202,22.53779727,91.48135786,5.710819862,3.47,16.78,75.39,815.99,997.01,20.31,apple
23,138,195,22.49095104,91.70292746,5.795985716,2.22,19.19,72.27,318.69,984.66,17.19,apple
18,125,204,22.35548159,94.47811755,6.046673619,2.19,17.02,87.03,166.16,1018.84,7.34,apple
13,121,196,22.20700989,93.50574163,6.443382913,3.01,22.31,61.8,818.43,1027.51,10.8,apple
26,122,202,22.44516988,94.73763514,5.617227184,2.32,11.68,59.76,723.61,1017.91,11.61,apple
28,123,202,22.76643029,92.12438519,6.442289294,2.01,26.09,84.75,962.25,999.75,9.78,apple
26,121,201,22.19109412,90.02575116,6.162034371,1.4,19.61,79.91,674.67,1014.54,24.31,apple
21,137,196,23.6119202,91.70293849,5.812781806,2.15,22.91,81.72,166.25,984.74,8.96,apple
21,135,198,23.86087054,94.92048112,5.765015126,2.34,12.43,72.22,307.28,987.08,14.62,apple
5,144,205,21.42177231,92.62665309,6.184922574,2.9,16.68,55.32,589.58,985.03,21.69,apple
2,123,205,22.36629253,90.78572467,5.739652177,3.2,24.57,94.18,171.19,988.26,6.68,apple
15,133,199,23.99686172,91.61001707,5.824778636,3.42,11.71,47.02,199.39,1001.5,18.7,apple
31,130,198,21.80129837,92.73446667,5.554823557,2.33,26.65,80.65,388.28,1011.14,16.81,apple
25,143,200,23.80436344,92.80441624,6.024248787,2.75,12.39,89.9,396.51,1024.59,17.22,apple
16,143,204,23.71475278,91.53331177,5.631333387,2.18,16.24,53.31,688.9,1005.11,24.25,apple
19,122,202,23.34467359,90.37981478,5.811975094,2.17,25.27,62.34,180.18,1019.62,2.73,apple
10,125,196,22.31253665,90.03577124,5.730557448,1.53,23.19,69.23,966.91,984.21,9.68,apple
20,139,202,23.50201428,92.21083961,5.66999105,1.2,26.97,55.62,579.66,1009.36,7.35,apple
28,123,198,23.46260321,91.45665004,5.682751473,1.79,15.69,94.08,953.1,997.26,5.25,apple
28,136,200,23.06204373,92.39544055,6.245858905,2.46,11.76,70.34,689.04,1022.16,24.92,apple
2,131,199,22.47420512,91.22759742,6.017370134,3.05,24.51,48.32,951.56,983.21,15.51,apple
2,140,197,22.69780133,92.82223419,5.53456749,1.3,18.79,70.66,157.72,1018.04,7.28,apple
27,138,201,23.66682067,93.90191078,5.952367662,1.24,21.32,72.34,104.06,986.01,3.11,apple
30,127,204,22.50050273,92.45878335,6.126436584,1.71,13.76,81.82,453.14,1018.22,6.33,apple
32,145,203,23.83053666,90.84422164,6.406818518,1.34,15.28,57.4,126.43,982.96,10.73,apple
29,139,205,23.64142354,93.74461474,6.155939453,3.48,26.26,87.37,122.58,1021.92,28.66,apple
26,126,195,21.41363812,92.99124545,5.878568981,3.04,15.13,78.22,181.42,1010.55,9.22,apple
40,136,202,22.85267372,94.5764581,5.935336308,2.04,21.14,61.66,688.34,1015.41,14.78,apple
6,124,200,22.98208095,93.84505029,5.971332179,3.1,14.95,74.82,401.9,1004.16,2.37,apple
35,138,200,21.19909519,90.80819418,5.67130617,3.33,13.2,77.35,798.44,1007.27,19.77,apple
17,136,196,23.87192332,90.49939035,5.882155988,1.51,21.2,92.69,225.66,1005.44,21,apple
33,134,205,21.0365275,94.33919546,6.08551916,2.64,26.6,70.35,208.23,996.45,3.66,apple
16,143,197,22.61711614,93.51978375,5.90402645,2.26,22.23,72.56,103.21,986.01,26.22,apple
27,120,200,21.45278675,90.74531921,6.110218826,1.63,24.29,86.12,826.26,1028.02,4.9,apple
29,145,205,22.81227579,92.12992101,6.212302608,1.24,11.26,54.11,793.11,1027.96,2.49,apple
3,141,197,21.98141856,91.12719303,6.142803397,2.74,12.87,62.18,395.98,988.84,21.74,apple
15,123,204,22.52709326,92.54780429,6.365972688,2.83,14.8,66.45,822.95,1013.01,12.32,apple
5,136,195,22.35628673,91.92360477,6.264202804,2.08,18.56,50.66,353.81,1027.29,28.14,apple
10,136,204,21.19852186,92.15595143,6.276198595,2.41,17.63,58.54,290.83,1022.57,19.38,apple
7,141,195,23.8812458,93.45067555,5.514253142,3.02,21.76,86.94,802.38,987.52,6.46,apple
2,129,201,22.78234161,94.36803516,5.682343744,1.73,25.62,87.43,222.48,984.46,6.11,apple
29,138,197,22.19055385,92.43764169,5.830892252,3.41,21.66,82.76,247.56,980.17,2.87,apple
30,137,200,22.91430043,90.70475565,5.603413172,1.27,20.16,75.54,384.25,1023.37,1.74,apple
29,132,204,23.08950736,90.22507299,6.0967531,3.33,17.03,58.95,827.53,1016.46,23.04,apple
14,139,197,21.72484506,92.83975602,6.056529526,3.27,21.13,54.05,402.21,1006.64,26.67,apple
18,125,203,22.44307715,91.59234006,6.160267496,2.77,24.46,88.31,173.33,1016.44,16.73,apple
33,143,204,21.1316077,91.95769858,5.814434775,2.84,14.23,58.91,114.65,1023.7,2.7,apple
40,144,196,22.71750705,92.25479855,5.987262638,1.82,23.89,70.12,797.57,998.11,19.25,apple
9,143,197,23.75033085,92.88160462,5.570020684,3.1,24.7,60.49,928.65,1028.87,27.54,apple
38,135,203,23.76121837,93.661643,5.965551311,2.49,12.7,86.58,670.12,995.31,19.75,apple
28,130,196,22.13450646,94.67695747,6.062356467,3.34,24.99,89.82,819.08,982.57,26.06,apple
35,142,203,21.17089176,90.23730166,5.895319002,1.95,24.73,64.01,717.34,981.05,2.01,apple
12,129,205,22.36238282,91.15761594,6.119432215,2.43,23.08,72.48,828.83,993.94,4.22,apple
1,135,203,22.77856513,92.70124029,5.624203283,2.75,25.43,72.5,356.98,1003,6.39,apple
0,145,205,21.22503442,90.09877774,5.52078314,2.1,19.9,68.57,771.54,1017.4,9.5,apple
31,121,201,23.15791104,90.34396882,5.731535258,2.83,12.89,64.17,678.12,991.01,29.95,apple
35,131,203,22.42776057,93.91722423,5.893490899,2.69,11.45,72.1,867.95,987.87,11.95,apple
29,140,195,23.64082979,90.95257927,5.560521058,3.25,15.35,54.89,731.56,1007.74,16.12,apple
33,138,198,22.29423493,90.69033986,6.222390798,2.53,26.09,91.2,220.58,993.74,11.33,apple
14,140,197,23.35225078,90.90054697,6.071255131,1.88,16.56,92.68,645.97,1005.64,8.73,apple
35,145,195,22.03911546,94.58075845,6.231950009,3.01,17.81,56.47,681.8,999.62,16.92,apple
40,120,197,23.80593812,92.48879468,5.889480679,1.52,15.06,74.33,933.53,1002.42,17.95,apple
25,132,198,22.31944084,90.85174383,5.732757516,1.47,18.33,61.12,271.05,1022.24,12.33,apple
31,137,196,22.14464104,93.82567435,6.400321212,1.28,19.35,52.79,490.49,985.6,9.85,apple
36,144,196,23.65167552,94.50528753,6.496934492,1.82,24.73,94.84,545.34,1009.11,27.29,apple
10,140,197,22.16939473,90.27185592,6.229498836,2.92,13.75,74.14,687.16,980.12,5.82,apple
22,30,12,15.78144173,92.51077745,6.354006744,1.63,17.69,87.58,912.02,1006.39,28.7,orange
37,6,13,26.03097313,91.50819306,7.511755068,3.12,16.74,66.37,856.37,1001.41,26.11,orange
27,13,6,13.36050601,91.35608208,7.335158382,1.23,27.44,56.61,622.99,983.94,23.07,orange
7,16,9,18.87957654,92.04304496,7.813916603,3.35,11.47,81.69,814.61,991.39,28.15,orange
20,7,9,29.47741671,91.57802915,7.129136941,2.68,26.32,54.33,629.84,982.21,5.49,orange
26,27,10,28.06903173,92.91487288,6.079998496,1.46,27.26,90.69,481,1013.85,15.45,orange
5,23,15,25.66901098,92.04670813,7.408939392,1.6,27.12,88.26,503.47,1010.26,23.32,orange
0,18,14,29.77149434,92.00719952,7.207991261,1.89,24.88,85.1,771.44,1011.61,18.77,orange
39,24,14,30.55472573,90.90343769,7.189259647,2.09,26.01,56.98,358,1006.55,29.75,orange
13,23,6,23.96147583,90.26408017,7.365338111,2.06,27.24,89.32,505.58,1006.67,21.12,orange
21,17,15,23.98289638,91.5473145,7.455991072,1.6,27.76,55.34,389.89,1001.58,11.06,orange
33,12,8,25.26052689,90.31153735,6.822282114,2.46,25.91,64.63,565.87,1010.06,26.42,orange
6,9,12,31.08368929,90.14362642,7.028746406,2.02,27.01,69.33,976.45,991.41,17.74,orange
